referrer,views_total,views_unique
github.com,191,122
Google,82,63
docs.bolt.cm,41,32
boltcms.io,29,22
roadmap.boltcms.io,20,14
t.co,7,6
archplanreview.com,4,2
cve.mitre.org,4,1
alexei-cioina.b9ad.pro-us-east-1.openshiftapps.com,3,2
DuckDuckGo,2,2
