referrer,views_total,views_unique
github.com,223,130
Google,85,63
docs.bolt.cm,55,42
roadmap.boltcms.io,29,16
boltcms.io,27,17
t.co,4,3
alexei-cioina.b9ad.pro-us-east-1.openshiftapps.com,3,1
en.wikipedia.org,2,2
awesomeopensource.com,2,1
habr.com,1,1
