referrer,views_total,views_unique
github.com,520,88
Google,194,93
docs.boltcms.io,110,31
boltcms.io,33,14
roadmap.boltcms.io,19,9
jvndb.jvn.jp,9,5
github.community,9,2
t.co,5,3
DuckDuckGo,2,2
Bing,2,1
