referrer,views_total,views_unique
github.com,192,124
Google,120,79
docs.bolt.cm,40,35
roadmap.boltcms.io,28,15
boltcms.io,21,16
DuckDuckGo,4,3
api-docs.boltcms.io,3,2
openmultipleurl.com,2,1
blog.jetbrains.com,1,1
alexei-cioina.b9ad.pro-us-east-1.openshiftapps.com,1,1
