referrer,views_total,views_unique
github.com,728,123
Google,267,146
docs.boltcms.io,158,46
boltcms.io,67,20
awesomeopensource.com,56,1
roadmap.boltcms.io,39,12
jvndb.jvn.jp,9,5
nvd.nist.gov,3,2
en.wikipedia.org,2,2
DuckDuckGo,2,2
