referrer,views_total,views_unique
github.com,197,93
Google,82,64
docs.bolt.cm,39,33
boltcms.io,34,24
roadmap.boltcms.io,30,20
api-docs.boltcms.io,19,3
en.wikipedia.org,4,3
github.community,2,2
t.co,2,2
cve.mitre.org,2,1
