referrer,views_total,views_unique
github.com,375,62
Google,179,72
docs.boltcms.io,66,32
boltcms.io,28,14
roadmap.boltcms.io,14,4
t.co,13,8
tomasvotruba.com,3,2
en.wikipedia.org,2,2
cvedetails.com,2,1
Bing,2,1
