referrer,views_total,views_unique
github.com,214,99
Google,96,73
docs.bolt.cm,42,36
boltcms.io,39,27
roadmap.boltcms.io,33,20
api-docs.boltcms.io,19,3
en.wikipedia.org,5,4
DuckDuckGo,3,2
t.co,2,2
github.community,2,2
