referrer,views_total,views_unique
github.com,192,93
Google,82,71
boltcms.io,35,24
docs.bolt.cm,30,26
roadmap.boltcms.io,24,15
api-docs.boltcms.io,11,2
github.community,4,3
tomasvotruba.com,2,2
cve.mitre.org,2,1
DuckDuckGo,2,1
