url_path,views_total,views_unique
/bolt/core,297,142
/bolt/core/issues,121,42
/bolt/core/pulls,55,12
/bolt/core/search,55,9
/bolt/core/tree/4.1/src,47,17
/bolt/core/releases,43,15
/bolt/core/releases/tag/4.1.20,33,23
/bolt/core/discussions,31,14
/bolt/core/pull/2562,30,26
/bolt/core/issues/1092,22,20
