referrer,views_total,views_unique
github.com,207,103
Google,94,70
docs.bolt.cm,44,36
boltcms.io,35,25
roadmap.boltcms.io,31,19
api-docs.boltcms.io,17,2
en.wikipedia.org,7,5
github.community,3,3
t.co,2,2
ecosia.org,2,1
