referrer,views_total,views_unique
github.com,678,98
Google,261,100
docs.boltcms.io,115,33
boltcms.io,37,17
roadmap.boltcms.io,21,10
t.co,11,7
jvndb.jvn.jp,9,5
github.community,9,2
DuckDuckGo,2,2
Bing,2,1
