referrer,views_total,views_unique
github.com,228,114
Google,100,73
docs.bolt.cm,51,42
boltcms.io,39,27
roadmap.boltcms.io,35,22
api-docs.boltcms.io,17,2
en.wikipedia.org,7,5
github.community,3,3
t.co,2,2
parafia.mikolajki.pl,2,1
