referrer,views_total,views_unique
Google,141,102
github.com,116,67
boltcms.io,45,37
docs.boltcms.io,40,33
roadmap.boltcms.io,7,6
en.wikipedia.org,6,5
t.co,3,3
github.community,3,3
ecosia.org,2,1
awesomeopensource.com,2,1
