referrer,views_total,views_unique
github.com,216,110
Google,99,72
docs.bolt.cm,50,41
boltcms.io,37,27
roadmap.boltcms.io,33,21
api-docs.boltcms.io,15,2
en.wikipedia.org,7,5
github.community,3,3
ecosia.org,2,1
parafia.mikolajki.pl,2,1
