referrer,views_total,views_unique
github.com,650,91
Google,238,91
docs.boltcms.io,107,34
boltcms.io,30,17
roadmap.boltcms.io,19,9
t.co,11,7
jvndb.jvn.jp,9,5
github.community,9,2
DuckDuckGo,2,2
Bing,2,1
