referrer,views_total,views_unique
github.com,541,92
Google,199,98
docs.boltcms.io,135,34
boltcms.io,35,15
awesomeopensource.com,22,1
roadmap.boltcms.io,19,9
jvndb.jvn.jp,9,5
github.community,9,2
t.co,5,3
DuckDuckGo,2,2
