url_path,views_total,views_unique
/bolt/core,477,189
/bolt/core/issues,206,43
/bolt/core/pulls,107,15
/bolt/core/search,65,10
/bolt/core/discussions,61,26
/bolt/core/tree/4.1/src,44,30
/bolt/core/releases,37,20
/bolt/core/tree/master,21,9
/bolt/core/issues/1092,20,17
/bolt/core/releases/tag/4.1.22,17,13
