referrer,views_total,views_unique
github.com,240,131
Google,77,59
docs.bolt.cm,46,38
boltcms.io,28,18
roadmap.boltcms.io,28,14
cve.mitre.org,7,1
t.co,4,4
en.wikipedia.org,4,2
awesomeopensource.com,3,2
packagist.org,2,2
