referrer,views_total,views_unique
github.com,192,111
Google,67,55
docs.bolt.cm,49,35
roadmap.boltcms.io,40,22
boltcms.io,27,22
en.wikipedia.org,5,3
t.co,4,4
packagist.org,3,3
cve.mitre.org,2,1
news.sun-asterisk.com,2,1
