referrer,views_total,views_unique
github.com,691,113
Google,255,141
docs.boltcms.io,157,45
awesomeopensource.com,56,1
roadmap.boltcms.io,39,12
boltcms.io,35,14
jvndb.jvn.jp,9,5
nvd.nist.gov,3,2
en.wikipedia.org,2,2
t.co,2,2
