referrer,views_total,views_unique
github.com,202,97
Google,91,73
docs.bolt.cm,41,35
boltcms.io,36,25
roadmap.boltcms.io,32,21
api-docs.boltcms.io,18,2
github.community,4,3
en.wikipedia.org,3,2
awesomeopensource.com,2,2
t.co,2,2
