referrer,views_total,views_unique
github.com,250,128
Google,96,66
docs.bolt.cm,54,44
roadmap.boltcms.io,37,19
boltcms.io,29,18
t.co,6,5
en.wikipedia.org,5,3
cve.mitre.org,5,1
packagist.org,2,2
news.sun-asterisk.com,2,1
