referrer,views_total,views_unique
github.com,389,82
Google,209,99
docs.boltcms.io,70,38
boltcms.io,36,23
roadmap.boltcms.io,18,6
t.co,14,9
en.wikipedia.org,4,2
cvedetails.com,2,1
Bing,2,1
boltcms.twokin.gs,1,1
