referrer,views_total,views_unique
github.com,188,121
Google,79,66
docs.bolt.cm,59,44
roadmap.boltcms.io,38,19
boltcms.io,20,19
en.wikipedia.org,10,8
awesomeopensource.com,2,2
t.co,2,2
cve.mitre.org,2,1
DuckDuckGo,1,1
