referrer,views_total,views_unique
github.com,211,128
Google,96,71
docs.bolt.cm,53,44
roadmap.boltcms.io,31,17
boltcms.io,24,20
en.wikipedia.org,12,9
github.community,4,4
com.google.android.gm,3,2
pk.rusoil.net,2,2
parafia.mikolajki.pl,2,1
