referrer,views_total,views_unique
github.com,208,114
Google,92,67
docs.bolt.cm,47,37
roadmap.boltcms.io,29,16
boltcms.io,22,13
cve.mitre.org,6,2
t.co,4,3
en.wikipedia.org,2,2
awesomeopensource.com,2,1
alexei-cioina.b9ad.pro-us-east-1.openshiftapps.com,1,1
