referrer,views_total,views_unique
github.com,244,134
Google,104,73
docs.bolt.cm,56,43
roadmap.boltcms.io,30,15
boltcms.io,28,16
cve.mitre.org,6,2
t.co,5,4
en.wikipedia.org,2,2
awesomeopensource.com,2,1
alternativas.culturaleon.com,2,1
