referrer,views_total,views_unique
github.com,211,104
Google,98,81
docs.bolt.cm,40,35
boltcms.io,38,25
roadmap.boltcms.io,32,20
api-docs.boltcms.io,12,2
github.community,4,3
tomasvotruba.com,2,2
t.co,2,2
DuckDuckGo,2,1
