referrer,views_total,views_unique
github.com,227,112
Google,218,157
docs.boltcms.io,65,48
boltcms.io,63,50
t.co,9,8
roadmap.boltcms.io,8,7
en.wikipedia.org,6,5
github.community,5,5
en.m.wikipedia.org,4,4
awesomeopensource.com,4,1
