referrer,views_total,views_unique
github.com,716,123
Google,262,147
docs.boltcms.io,161,48
awesomeopensource.com,56,1
roadmap.boltcms.io,39,12
boltcms.io,36,15
jvndb.jvn.jp,9,5
nvd.nist.gov,3,2
en.wikipedia.org,2,2
t.co,2,2
