referrer,views_total,views_unique
github.com,225,127
Google,80,62
docs.bolt.cm,54,38
roadmap.boltcms.io,45,24
boltcms.io,32,26
en.wikipedia.org,5,3
t.co,4,4
packagist.org,3,3
alternativas.culturaleon.com,2,1
cve.mitre.org,2,1
