referrer,views_total,views_unique
github.com,220,96
Google,180,136
docs.boltcms.io,41,32
boltcms.io,35,29
roadmap.boltcms.io,27,10
t.co,3,3
en.m.wikipedia.org,3,2
en.wikipedia.org,3,1
api-docs.boltcms.io,3,1
packagist.org,2,2
