referrer,views_total,views_unique
github.com,410,92
Google,237,118
docs.boltcms.io,73,41
boltcms.io,38,25
roadmap.boltcms.io,21,8
t.co,14,9
en.wikipedia.org,4,2
Bing,2,1
cvedetails.com,2,1
tweakers.net,1,1
