referrer,views_total,views_unique
github.com,266,138
Google,104,72
docs.bolt.cm,57,46
roadmap.boltcms.io,42,20
boltcms.io,32,19
t.co,6,5
cve.mitre.org,6,2
en.wikipedia.org,4,3
packagist.org,2,2
news.sun-asterisk.com,2,1
