referrer,views_total,views_unique
github.com,185,105
Google,70,56
docs.bolt.cm,53,40
roadmap.boltcms.io,44,23
boltcms.io,23,21
en.wikipedia.org,8,4
t.co,3,3
packagist.org,2,2
cve.mitre.org,2,1
news.sun-asterisk.com,2,1
