referrer,views_total,views_unique
github.com,304,78
Google,187,105
docs.boltcms.io,39,32
boltcms.io,24,20
roadmap.boltcms.io,20,7
t.co,10,7
en.wikipedia.org,4,2
tomasvotruba.com,1,1
phpsources.net,1,1
tweakers.net,1,1
