referrer,views_total,views_unique
github.com,171,107
Google,98,72
docs.bolt.cm,31,26
roadmap.boltcms.io,27,13
boltcms.io,16,12
api-docs.boltcms.io,7,3
packagist.org,4,3
DuckDuckGo,3,2
openmultipleurl.com,2,1
en.wikipedia.org,1,1
