referrer,views_total,views_unique
github.com,653,112
Google,215,132
docs.boltcms.io,146,40
awesomeopensource.com,56,1
roadmap.boltcms.io,38,11
boltcms.io,35,14
jvndb.jvn.jp,9,5
nvd.nist.gov,3,2
en.wikipedia.org,2,2
t.co,2,2
