referrer,views_total,views_unique
github.com,223,114
Google,106,77
docs.bolt.cm,53,42
boltcms.io,35,26
roadmap.boltcms.io,33,21
api-docs.boltcms.io,12,2
en.wikipedia.org,8,6
github.community,3,3
pk.rusoil.net,2,2
parafia.mikolajki.pl,2,1
