referrer,views_total,views_unique
github.com,479,78
Google,184,71
docs.boltcms.io,95,37
boltcms.io,30,17
roadmap.boltcms.io,18,9
t.co,14,9
github.community,8,1
jvndb.jvn.jp,7,5
DuckDuckGo,2,2
cvedetails.com,2,1
