referrer,views_total,views_unique
github.com,220,105
Google,100,81
docs.bolt.cm,44,37
boltcms.io,39,28
roadmap.boltcms.io,33,22
api-docs.boltcms.io,18,2
github.community,4,3
en.wikipedia.org,3,2
t.co,2,2
awesomeopensource.com,2,2
