referrer,views_total,views_unique
github.com,255,139
Google,85,63
docs.bolt.cm,47,39
roadmap.boltcms.io,31,17
boltcms.io,28,18
cve.mitre.org,7,1
en.wikipedia.org,5,3
t.co,4,4
awesomeopensource.com,3,2
packagist.org,2,2
