referrer,views_total,views_unique
github.com,237,106
Google,99,75
docs.bolt.cm,45,39
boltcms.io,39,27
roadmap.boltcms.io,35,22
api-docs.boltcms.io,19,3
en.wikipedia.org,5,4
github.community,3,3
DuckDuckGo,3,2
t.co,2,2
