url_path,views_total,views_unique
/bolt/core,494,146
/bolt/core/issues,273,25
/bolt/core/pulls,251,12
/bolt/core/issues/2546,80,48
/bolt/core/pull/2884,60,4
/bolt/core/pull/2829,49,3
/bolt/core/tree/master/src,46,18
/bolt/core/discussions/2318,43,24
/bolt/core/releases,42,21
/bolt/core/pull/2883,40,7
