referrer,views_total,views_unique
github.com,423,84
Google,216,100
docs.boltcms.io,73,38
boltcms.io,38,23
roadmap.boltcms.io,18,6
t.co,14,9
en.wikipedia.org,4,2
tomasvotruba.com,3,2
Bing,2,1
cvedetails.com,2,1
