referrer,views_total,views_unique
github.com,239,129
Google,81,63
docs.bolt.cm,49,38
roadmap.boltcms.io,36,18
boltcms.io,31,21
cve.mitre.org,7,1
en.wikipedia.org,5,3
t.co,4,4
awesomeopensource.com,3,2
DuckDuckGo,2,2
