referrer,views_total,views_unique
github.com,180,122
Google,114,76
docs.bolt.cm,35,32
roadmap.boltcms.io,24,13
boltcms.io,20,15
DuckDuckGo,4,3
cve.mitre.org,4,1
api-docs.boltcms.io,3,2
blog.jetbrains.com,1,1
alexei-cioina.b9ad.pro-us-east-1.openshiftapps.com,1,1
