referrer,views_total,views_unique
github.com,381,78
Google,156,91
docs.boltcms.io,115,25
boltcms.io,26,11
awesomeopensource.com,22,1
roadmap.boltcms.io,17,7
jvndb.jvn.jp,9,5
t.co,2,2
DuckDuckGo,2,2
Bing,2,1
