referrer,views_total,views_unique
github.com,438,72
Google,168,58
docs.boltcms.io,72,34
boltcms.io,30,17
t.co,14,9
roadmap.boltcms.io,8,5
github.community,8,1
jvndb.jvn.jp,4,3
Bing,2,1
cvedetails.com,2,1
