referrer,views_total,views_unique
github.com,173,86
Google,159,117
boltcms.io,53,41
docs.boltcms.io,47,39
en.m.wikipedia.org,11,4
roadmap.boltcms.io,8,7
en.wikipedia.org,6,5
awesomeopensource.com,5,2
github.community,4,4
t.co,3,3
