referrer,views_total,views_unique
github.com,197,96
Google,80,66
docs.bolt.cm,40,34
boltcms.io,33,23
roadmap.boltcms.io,26,18
api-docs.boltcms.io,16,2
github.community,4,3
t.co,2,2
cve.mitre.org,2,1
DuckDuckGo,2,1
