referrer,views_total,views_unique
github.com,728,122
Google,303,144
docs.boltcms.io,141,42
boltcms.io,63,17
awesomeopensource.com,56,1
roadmap.boltcms.io,54,11
nvd.nist.gov,3,2
Bing,2,1
tomasvotruba.com,2,1
jvndb.jvn.jp,2,1
