referrer,views_total,views_unique
github.com,174,124
Google,98,72
docs.bolt.cm,35,30
boltcms.io,22,17
roadmap.boltcms.io,20,12
t.co,7,6
DuckDuckGo,5,4
archplanreview.com,4,2
cve.mitre.org,4,1
api-docs.boltcms.io,3,2
