referrer,views_total,views_unique
github.com,162,110
Google,97,66
docs.bolt.cm,29,26
boltcms.io,21,17
roadmap.boltcms.io,18,11
t.co,7,6
DuckDuckGo,5,4
cve.mitre.org,4,1
api-docs.boltcms.io,3,2
alexei-cioina.b9ad.pro-us-east-1.openshiftapps.com,1,1
