referrer,views_total,views_unique
github.com,514,85
Google,203,90
docs.boltcms.io,74,40
boltcms.io,36,21
roadmap.boltcms.io,22,8
t.co,14,9
github.community,8,1
en.wikipedia.org,4,2
Bing,2,1
cvedetails.com,2,1
