referrer,views_total,views_unique
github.com,206,96
Google,91,73
docs.bolt.cm,40,34
boltcms.io,37,26
roadmap.boltcms.io,32,21
api-docs.boltcms.io,19,3
en.wikipedia.org,4,3
github.community,3,3
awesomeopensource.com,2,2
t.co,2,2
