referrer,views_total,views_unique
github.com,183,114
Google,94,70
docs.bolt.cm,35,30
roadmap.boltcms.io,23,12
boltcms.io,21,14
api-docs.boltcms.io,7,3
packagist.org,4,3
openmultipleurl.com,2,1
en.wikipedia.org,1,1
awesomeopensource.com,1,1
