url_path,views_total,views_unique
/bolt/core,362,122
/bolt/core/pulls,214,12
/bolt/core/issues,196,20
/bolt/core/issues/2546,61,43
/bolt/core/pull/2884,60,4
/bolt/core/pull/2883,40,7
/bolt/core/tree/master/src,38,18
/bolt/core/discussions,38,14
/bolt/core/pull/2829,34,3
/bolt/core/discussions/2318,26,15
