referrer,views_total,views_unique
github.com,201,119
Google,77,61
docs.bolt.cm,47,36
roadmap.boltcms.io,25,13
boltcms.io,24,14
archplanreview.com,4,2
alexei-cioina.b9ad.pro-us-east-1.openshiftapps.com,3,1
en.wikipedia.org,2,2
awesomeopensource.com,2,1
com.google.android.gm,2,1
