referrer,views_total,views_unique
github.com,217,107
Google,213,154
docs.boltcms.io,64,47
boltcms.io,62,49
roadmap.boltcms.io,8,7
en.wikipedia.org,6,5
github.community,5,5
t.co,4,4
en.m.wikipedia.org,4,4
awesomeopensource.com,4,1
