referrer,views_total,views_unique
github.com,331,66
Google,172,69
docs.boltcms.io,68,33
boltcms.io,27,14
roadmap.boltcms.io,14,4
t.co,13,8
tomasvotruba.com,3,2
en.wikipedia.org,2,2
cvedetails.com,2,1
Bing,2,1
