referrer,views_total,views_unique
github.com,198,124
Google,88,65
docs.bolt.cm,44,36
roadmap.boltcms.io,27,17
boltcms.io,24,20
en.wikipedia.org,9,8
github.community,4,4
com.google.android.gm,3,2
pk.rusoil.net,2,2
parafia.mikolajki.pl,2,1
