url_path,views_total,views_unique
/bolt/core,386,173
/bolt/core/pulls,196,17
/bolt/core/search,159,9
/bolt/core/issues,131,34
/bolt/core/releases,56,18
/bolt/core/pull/2710,42,3
/bolt/core/pull/2694/checks,39,6
/bolt/core/pull/2694,38,2
/bolt/core/discussions,33,11
/bolt/core/tree/4.1/src,30,19
